gender,d_age,samerace,importance_same_race,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,match
0,2,0,1,'International Educational Development',20,20,20,20,10,10,7,6,6,3,4,4,10,20,20,20,20,10,9,10,9,9,9,6,7,8,7,8,5,0.5,5,6,3,6,5,0,0
0,1,0,2,'Education Administration',20,20,20,10,10,20,7,9,9,8,6,7,14,20,18,24,18,6,8,8,8,8,7,6,6,7,7,8,6,0.27,6,2,,7,5,0,0
0,3,1,2,'Education Administration',18,18,18,19,13,14,5,7,7,8,5,6,14,20,18,24,18,6,8,8,8,8,7,7,8,7,7,7,7,-0.57,6,2,,8,6,0,1
0,3,0,2,'Education Administration',10,20,20,22,6,22,7,8,8,8,,,14,20,18,24,18,6,8,8,8,8,7,7,7,7,6,6,6,0.55,6,2,,6,4,0,0
0,0,1,2,'Education Administration',50,7,20,23,0,0,8,8,8,8,7,8,14,20,18,24,18,6,8,8,8,8,7,8,7,8,8,,,-0.37,6,2,,8,6,0,1
0,10,1,2,'Education Administration',40,20,15,20,0,5,10,10,10,,,,14,20,18,24,18,6,8,8,8,8,7,6,6,6,6,6,5,-0.16,6,2,,6,4,0,0
0,1,1,2,'Education Administration',30,30,20,10,10,0,5,5,7,5,9,7,14,20,18,24,18,6,8,8,8,8,7,7,6,7,7,7,6,0.37,6,2,,7,,0,0
0,1,0,2,'Education Administration',20,25,25,15,5,10,8,9,10,10,8,7,14,20,18,24,18,6,8,8,8,8,7,7,7,7,7,7,7,0.17,6,2,,7.5,6,0,1
0,7,0,2,'Education Administration',40,8,10,12,10,20,9,8,8,8,,7,14,20,18,24,18,6,8,8,8,8,7,7,6,7,6,7,6,0.05,6,2,,6.5,6,0,0
0,3,1,2,'Education Administration',30,10,30,20,10,0,7,7,7,6,6,5,14,20,18,24,18,6,8,8,8,8,7,6,7,7,6,7,6,-0.15,6,2,,6.5,6,0,0
0,3,1,2,'Education Administration',40,5,20,10,10,15,6,7,7,8,7,6,14,20,18,24,18,6,8,8,8,8,7,7,7,7,7,7,7,-0.06,6,2,,7,6,0,0
0,2,1,2,'Education Administration',20,15,25,15,20,5,7,8,6,8,6,6,14,20,18,24,18,6,8,8,8,8,7,8,8,7,8,8,8,0.45,6,2,,8,6,0,1
0,4,0,2,'Education Administration',30,15,20,20,0,5,8,7,8,7,6,5,14,20,18,24,18,6,8,8,8,8,7,7,7,7,7,7,6,-0.36,6,2,,7,6,0,0
0,7,0,2,'Education Administration',10,20,35,10,5,20,9,10,10,8,8,8,14,20,18,24,18,6,8,8,8,8,7,7,7,7,7,7,7,0.37,6,2,,7,6,0,0
0,8,1,2,'Education Administration',19,24,21,23,5,8,7.5,8.5,9,9.5,9.5,9,14,20,18,24,18,6,8,8,8,8,7,7,7,7,7,7,6,0.23,6,2,,7,6,0,0
0,5,1,2,'Education Administration',10,20,35,20,0,15,8,8,7,7,6,4,14,20,18,24,18,6,8,8,8,8,7,7,7,7,7,7,6,0.09,6,2,,7,4,0,0
0,4,0,2,'Education Administration',15,10,30,10,5,30,7,10,8,7,7,3,14,20,18,24,18,6,8,8,8,8,7,7,7,7,6,7,6,0.34,6,2,,7,6,0,0
0,1,1,2,'Education Administration',20,20,15,15,5,25,5,7,8,7,8,8,14,20,18,24,18,6,8,8,8,8,7,7,7,7,6,6,6,0.31,6,2,,7,6,0,0
0,2,0,2,'Education Administration',20,20,20,20,10,10,5,7,7,5,5,5,14,20,18,24,18,6,8,8,8,8,7,7,7,7,7,7,7,-0.03,6,2,,7,7,0,0
1,6,0,6,'Business [MBA]',10,10,30,20,10,20,5,5,5,10,8,,20,20,20,10,10,20,6,9,9,9,7,6,6,6,7,7,6,0.21,5,2,4,7,7,0,1
1,6,0,6,'Business [MBA]',15,20,20,20,15,10,4,7,8,10,7,7,20,20,20,10,10,20,6,9,9,9,7,8,8,7,7,7,5,0.56,5,2,4,7,7,0,1
1,5,0,6,'Business [MBA]',10,25,20,10,20,15,4,2,9,2,10,2,20,20,20,10,10,20,6,9,9,9,7,7,5,6,6,5,3,0.69,5,2,4,5,3,0,0
1,2,1,6,'Business [MBA]',10,20,15,20,20,15,5,6,7,6,9,5,20,20,20,10,10,20,6,9,9,9,7,7,7,8,8,6,9,0.27,5,2,4,8,6,0,0
1,1,1,6,'Business [MBA]',10,20,20,10,20,20,1,,8,7,,7,20,20,20,10,10,20,6,9,9,9,7,6,7,7,7,7,5,0.61,5,2,4,5,5,0,0
1,0,0,6,'Business [MBA]',10,10,20,20,20,20,2,10,10,8,10,6,20,20,20,10,10,20,6,9,9,9,7,9,8,8,8,8,6,0.6,5,2,4,8,6,0,0
1,3,0,6,'Business [MBA]',20,20,20,20,10,10,7,7,10,10,9,8,20,20,20,10,10,20,6,9,9,9,7,9,9,8,8,6,6,0.29,5,2,4,8,7,0,1
1,7,0,6,'Business [MBA]',10,32,20,12,11,15,4,6,7,6,9,8,20,20,20,10,10,20,6,9,9,9,7,7,7,7,7,7,5,0.54,5,2,4,6,5,0,0
1,4,0,6,'Business [MBA]',30,30,30,5,0,5,1,5,0,10,0,3,20,20,20,10,10,20,6,9,9,9,7,6,7,6,6,6,5,0.65,5,2,4,5,5,0,0
1,2,0,6,'Business [MBA]',20,25,15,15,15,10,4,1,4,1,10,1,20,20,20,10,10,20,6,9,9,9,7,7,7,7,7,7,5,0.3,5,2,4,5,5,0,0
1,6,0,6,'Business [MBA]',15,20,20,20,5,20,5,7,8,9,5,,20,20,20,10,10,20,6,9,9,9,7,6,8,8,8,6,6,0.27,5,2,4,6,7,0,0
1,5,0,6,'Business [MBA]',15,15,20,15,15,20,2,3,2,1,1,1,20,20,20,10,10,20,6,9,9,9,7,7,7,7,7,7,5,0.69,5,2,4,6,7,0,0
1,5,0,6,'Business [MBA]',15,15,20,15,20,15,1,2,10,1,10,4,20,20,20,10,10,20,6,9,9,9,7,7,6,6,6,6,5,0.73,5,2,4,5,5,0,0
1,1,0,6,'Business [MBA]',25,15,20,20,20,0,6,9,8,5,7,6,20,20,20,10,10,20,6,9,9,9,7,5,5,5,5,5,5,0.18,5,2,4,5,5,1,0
1,5,1,6,'Business [MBA]',15,21,18,18,10,18,0,5,5,0,9,0,20,20,20,10,10,20,6,9,9,9,7,5,6,9,3,3,3,0.37,5,2,4,3,3,0,0
1,3,0,6,'Business [MBA]',15,3,50,20,2,10,5,7,7,7,8,,20,20,20,10,10,20,6,9,9,9,7,9,8,8,8,8,5,0.57,5,2,4,7,5,0,0
1,1,0,6,'Business [MBA]',10,20,20,20,20,10,4,3,9,3,8,5,20,20,20,10,10,20,6,9,9,9,7,9,8,8,6,7,7,0.64,5,2,4,6,5,0,0
1,1,0,6,'Business [MBA]',14,20,18,24,18,6,6,6,7,7,8,6,20,20,20,10,10,20,6,9,9,9,7,7,9,9,8,6,7,0.27,5,2,4,7,5,0,0
1,8,1,7,Business,10,10,30,20,10,20,4,5,5,4,6,,18,18,18,19,13,14,7,9,8,10,7,6,6,7,8,4,6,-0.18,6,6,2,5,4,0,0
1,4,1,7,Business,15,20,20,20,15,10,4,6,6,6,5,7,18,18,18,19,13,14,7,9,8,10,7,4,6,5,6,5,5,-0.2,6,6,2,4,4,0,0
1,3,0,7,Business,10,25,20,10,20,15,2,4,9,4,9,6,18,18,18,19,13,14,7,9,8,10,7,5,6,7,4,4,6,-0.16,6,6,2,4,3,0,0
1,0,0,7,Business,10,20,15,20,20,15,5,6,6,5,5,4,18,18,18,19,13,14,7,9,8,10,7,4,7,7,6,5,5,-0.04,6,6,2,5,3,0,0
1,1,0,7,Business,10,20,20,10,20,20,7,9,9,8,9,8,18,18,18,19,13,14,7,9,8,10,7,5,8,7,5,6,4,0.31,6,6,2,5,3,0,0
1,2,1,7,Business,10,10,20,20,20,20,3,7,7,5,7,6,18,18,18,19,13,14,7,9,8,10,7,6,6,6,8,6,7,-0.21,6,6,2,6,5,0,0
1,1,0,7,Business,20,20,20,20,10,10,4,8,7,5,7,4,18,18,18,19,13,14,7,9,8,10,7,4,6,5,6,5,4,-0.25,6,6,2,4,6,0,0
1,9,0,7,Business,10,32,20,12,11,15,5,6,8,7,8,8,18,18,18,19,13,14,7,9,8,10,7,7,7,8,6,7,5,0.03,6,6,2,6,5,0,0
1,6,0,7,Business,30,30,30,5,0,5,5,8,7,5,5,4,18,18,18,19,13,14,7,9,8,10,7,5,7,6,6,6,4,-0.03,6,6,2,5,4,0,0
1,4,1,7,Business,20,25,15,15,15,10,5,6,7,5,6,2,18,18,18,19,13,14,7,9,8,10,7,5,7,6,6,5,6,-0.37,6,6,2,5,3,0,0
1,4,1,7,Business,15,20,20,20,5,20,6,8,6,7,7,6,18,18,18,19,13,14,7,9,8,10,7,8,8,8,9,6,9,0.3,6,6,2,9,8,0,0
1,3,1,7,Business,15,15,20,15,15,20,2,2,2,2,2,1,18,18,18,19,13,14,7,9,8,10,7,6,7,6,6,6,6,0.21,6,6,2,6,4,0,0
1,3,1,7,Business,15,15,20,15,20,15,2,10,10,2,10,5,18,18,18,19,13,14,7,9,8,10,7,6,7,7,7,7,6,0.3,6,6,2,7,6,0,0
1,1,1,7,Business,25,15,20,20,20,0,6,9,8,7,7,6,18,18,18,19,13,14,7,9,8,10,7,3,5,6,4,6,3,-0.31,6,6,2,2,1,0,0
1,3,0,7,Business,15,21,18,18,10,18,8,8,7,8,6,4,18,18,18,19,13,14,7,9,8,10,7,3,8,5,4,5,4,0.32,6,6,2,3,2,0,0
1,1,0,7,Business,15,3,50,20,2,10,5,6,6,6,7,,18,18,18,19,13,14,7,9,8,10,7,7,7,8,7,8,7,-0.12,6,6,2,7,6,0,0
1,3,1,7,Business,10,20,20,20,20,10,4,8,9,4,8,3,18,18,18,19,13,14,7,9,8,10,7,6,6,7,7,4,5,-0.23,6,6,2,6,4,0,0
1,3,1,7,Business,14,20,18,24,18,6,7,8,7,7,7,7,18,18,18,19,13,14,7,9,8,10,7,5,7,7,8,5,6,-0.57,6,6,2,6,5,0,1
1,8,0,3,'Computer Science',10,10,30,20,10,20,2,10,4,4,4,,10,20,20,22,6,22,7,9,9,9,9,6,7,7,8,,,0.65,7,3,4,7,7,,0
1,4,0,3,'Computer Science',15,20,20,20,15,10,4,6,7,4,6,2,10,20,20,22,6,22,7,9,9,9,9,7,7,7,6,,,0.28,7,3,4,7,5,0,0
1,3,1,3,'Computer Science',10,25,20,10,20,15,2,5,9,2,9,2,10,20,20,22,6,22,7,9,9,9,9,6,6,6,6,6,,0.55,7,3,4,6,6,0,0
1,0,0,3,'Computer Science',10,20,15,20,20,15,7,7,7,5,5,5,10,20,20,22,6,22,7,9,9,9,9,8,9,9,9,8,8,0.49,7,3,4,9,8,1,0
1,1,0,3,'Computer Science',10,20,20,10,20,20,6,7,8,7,8,7,10,20,20,22,6,22,7,9,9,9,9,6,7,7,6,,,-0.36,7,3,4,6,7,,0
1,2,0,3,'Computer Science',10,10,20,20,20,20,2,6,8,4,7,4,10,20,20,22,6,22,7,9,9,9,9,7,7,7,8,,,0.37,7,3,4,8,6,0,0
1,1,0,3,'Computer Science',20,20,20,20,10,10,5,10,8,8,9,7,10,20,20,22,6,22,7,9,9,9,9,7,8,8,8,,,0.56,7,3,4,8,8,0,0
1,9,1,3,'Computer Science',10,32,20,12,11,15,4,8,8,5,7,6,10,20,20,22,6,22,7,9,9,9,9,7,7,7,6,6,,0.32,7,3,4,7,6,0,0
1,6,1,3,'Computer Science',30,30,30,5,0,5,5,8,8,6,6,5,10,20,20,22,6,22,7,9,9,9,9,7,7,8,8,8,8,0.44,7,3,4,8,7,0,0
1,4,0,3,'Computer Science',20,25,15,15,15,10,5,5,6,6,6,2,10,20,20,22,6,22,7,9,9,9,9,7,7,7,7,,,0.71,7,3,4,8,6,0,0
1,4,0,3,'Computer Science',15,20,20,20,5,20,6,7,7,4,,,10,20,20,22,6,22,7,9,9,9,9,8,8,9,8,,8,0.11,7,3,4,9,7,0,0
1,3,0,3,'Computer Science',15,15,20,15,15,20,3,6,6,5,7,4,10,20,20,22,6,22,7,9,9,9,9,7,6,6,7,,,0.16,7,3,4,7,5,0,0
1,3,0,3,'Computer Science',15,15,20,15,20,15,3,7,9,2,10,3,10,20,20,22,6,22,7,9,9,9,9,7,7,7,7,,,-0.06,7,3,4,7,5,0,0
1,1,0,3,'Computer Science',25,15,20,20,20,0,6,10,9,7,8,6,10,20,20,22,6,22,7,9,9,9,9,6,7,7,7,7,,0.64,7,3,4,7,7,0,0
1,3,0,3,'Computer Science',15,21,18,18,10,18,5,5,6,5,6,7,10,20,20,22,6,22,7,9,9,9,9,6,8,7,6,6,,0.13,7,3,4,6,7,0,0
1,1,0,3,'Computer Science',15,3,50,20,2,10,4,6,6,6,6,5,10,20,20,22,6,22,7,9,9,9,9,8,8,8,8,8,7,0.28,7,3,4,8,7,0,0
1,3,0,3,'Computer Science',10,20,20,20,20,10,3,9,10,6,9,5,10,20,20,22,6,22,7,9,9,9,9,7,7,7,6,,5,0.56,7,3,4,6,6,0,0
1,3,0,3,'Computer Science',14,20,18,24,18,6,7,7,7,6,6,6,10,20,20,22,6,22,7,9,9,9,9,7,8,8,8,,,0.55,7,3,4,7,7,0,0
1,5,1,4,'Climate-Earth and Environ. Science',10,10,30,20,10,20,10,8,10,8,,,50,7,20,23,0,0,7,5,7,6,6,4,6,7,7,7,7,0.08,5,5,,4,7,0,0
1,7,1,4,'Climate-Earth and Environ. Science',15,20,20,20,15,10,6,5,6,7,6,7,50,7,20,23,0,0,7,5,7,6,6,6,9,9,9,6,6,-0.05,5,5,,6,4,0,1
1,6,0,4,'Climate-Earth and Environ. Science',10,25,20,10,20,15,9,5,9,,,2,50,7,20,23,0,0,7,5,7,6,6,8,7,8,7,6,5,0.14,5,5,,6,5,0,0
1,3,0,4,'Climate-Earth and Environ. Science',10,20,15,20,20,15,7,7,7,7,7,7,50,7,20,23,0,0,7,5,7,6,6,5,7,8,6,7,7,-0.27,5,5,,6,6,0,0
1,2,0,4,'Climate-Earth and Environ. Science',10,20,20,10,20,20,8,8,8,8,,8,50,7,20,23,0,0,7,5,7,6,6,4,6,7,4,6,6,0.23,5,5,,4,5,0,0
1,1,1,4,'Climate-Earth and Environ. Science',10,10,20,20,20,20,8,8,9,8,7,6,50,7,20,23,0,0,7,5,7,6,6,7,7,8,7,8,7,-0.04,5,5,,6,7,0,0
1,4,0,4,'Climate-Earth and Environ. Science',20,20,20,20,10,10,8,9,10,7,8,8,50,7,20,23,0,0,7,5,7,6,6,5,6,6,5,6,7,0.1,5,5,,5,6,0,0
1,6,0,4,'Climate-Earth and Environ. Science',10,32,20,12,11,15,8,6,7,7,7,6,50,7,20,23,0,0,7,5,7,6,6,7,6,7,6,8,4,0.04,5,5,,6,,0,0
1,3,0,4,'Climate-Earth and Environ. Science',30,30,30,5,0,5,4,6,7,4,7,3,50,7,20,23,0,0,7,5,7,6,6,7,7,7,7,6,6,0.14,5,5,,7,5,0,0
1,1,1,4,'Climate-Earth and Environ. Science',20,25,15,15,15,10,7,8,7,7,5,4,50,7,20,23,0,0,7,5,7,6,6,6,6,6,5,7,4,0.01,5,5,,5,7,0,0
1,7,1,4,'Climate-Earth and Environ. Science',15,20,20,20,5,20,7,7,7,7,7,6,50,7,20,23,0,0,7,5,7,6,6,8,8,8,8,8,7,-0.07,5,5,,7,7,0,1
1,6,1,4,'Climate-Earth and Environ. Science',15,15,20,15,15,20,3,4,6,6,7,3,50,7,20,23,0,0,7,5,7,6,6,8,8,7,7,6,5,0.55,5,5,,7,4,0,0
1,6,1,4,'Climate-Earth and Environ. Science',15,15,20,15,20,15,6,7,10,7,10,7,50,7,20,23,0,0,7,5,7,6,6,6,7,6,5,7,6,0.53,5,5,,5,,0,0
1,2,1,4,'Climate-Earth and Environ. Science',25,15,20,20,20,0,7,9,9,8,9,5,50,7,20,23,0,0,7,5,7,6,6,8,8,7,7,7,5,-0.29,5,5,,7,5,0,0
1,6,0,4,'Climate-Earth and Environ. Science',15,21,18,18,10,18,7,6,8,7,7,5,50,7,20,23,0,0,7,5,7,6,6,3,7,8,4,9,5,0.38,5,5,,4,5,0,0
1,4,0,4,'Climate-Earth and Environ. Science',15,3,50,20,2,10,6,7,8,6,7,,50,7,20,23,0,0,7,5,7,6,6,8,8,8,8,9,6,-0.2,5,5,,8,5,0,1
1,0,1,4,'Climate-Earth and Environ. Science',10,20,20,20,20,10,10,10,10,8,9,10,50,7,20,23,0,0,7,5,7,6,6,8,7,8,6,8,9,0.17,5,5,,6,5,0,1
1,0,1,4,'Climate-Earth and Environ. Science',14,20,18,24,18,6,8,7,8,8,,,50,7,20,23,0,0,7,5,7,6,6,8,8,8,8,7,8,-0.37,5,5,,7,7,0,1
1,5,1,1,'Social Work',10,10,30,20,10,20,2,10,5,2,,,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,0.24,5,5,5,10,2,0,0
1,17,1,1,'Social Work',15,20,20,20,15,10,8,9,9,6,7,5,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,0.16,5,5,5,10,2,0,1
1,16,0,1,'Social Work',10,25,20,10,20,15,7,9,9,2,9,2,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,0.29,5,5,5,10,3,0,0
1,13,0,1,'Social Work',10,20,15,20,20,15,2,2,2,2,2,2,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,0.13,5,5,5,10,3,0,0
1,12,0,1,'Social Work',10,20,20,10,20,20,6,7,7,6,6,5,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,0.25,5,5,5,8,3,0,0
1,11,1,1,'Social Work',10,10,20,20,20,20,7,6,6,4,6,3,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,0.22,5,5,5,10,2,0,0
1,14,0,1,'Social Work',20,20,20,20,10,10,7,10,7,7,8,6,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,0.2,5,5,5,10,4,0,0
1,4,0,1,'Social Work',10,32,20,12,11,15,5,6,7,4,5,4,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,0.26,5,5,5,10,3,0,0
1,7,0,1,'Social Work',30,30,30,5,0,5,5,8,5,2,2,2,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,0.45,5,5,5,10,4,0,0
1,9,1,1,'Social Work',20,25,15,15,15,10,8,8,8,1,1,1,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,0.07,5,5,5,10,4,0,0
1,17,1,1,'Social Work',15,20,20,20,5,20,7,8,7,5,5,5,40,20,15,20,0,5,8,8,8,8,8,10,10,10,10,,10,0.13,5,5,5,10,4,0,0
1,16,1,1,'Social Work',15,15,20,15,15,20,2,8,8,5,9,7,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,10,0.67,5,5,5,10,3,0,0
1,16,1,1,'Social Work',15,15,20,15,20,15,3,10,10,3,10,10,40,20,15,20,0,5,8,8,8,8,8,10,10,10,10,,10,0.43,5,5,5,10,4,0,0
1,12,1,1,'Social Work',25,15,20,20,20,0,6,9,7,6,7,5,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,0,5,5,5,9,2,0,0
1,16,0,1,'Social Work',15,21,18,18,10,18,6,6,6,5,4,3,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,10,,0.26,5,5,5,10,3,0,0
1,14,0,1,'Social Work',15,3,50,20,2,10,6,9,8,5,8,3,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,0.11,5,5,5,10,3,0,0
1,10,1,1,'Social Work',10,20,20,20,20,10,8,7,8,3,8,6,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,0.41,5,5,5,10,3,0,1
1,10,1,1,'Social Work',14,20,18,24,18,6,6,6,6,6,6,5,40,20,15,20,0,5,8,8,8,8,8,10,10,10,,,,-0.16,5,5,5,10,3,0,0
1,6,1,1,Law,10,10,30,20,10,20,6,8,8,6,8,,30,30,20,10,10,0,10,10,10,10,8,4,7,8,5,7,3,0.71,8,18,10,6,9,0,0
1,6,1,1,Law,15,20,20,20,15,10,10,7,8,7,9,9,30,30,20,10,10,0,10,10,10,10,8,8,8,9,8,8,9,0.55,8,18,10,8,9,0,1
1,5,0,1,Law,10,25,20,10,20,15,7,9,9,9,,9,30,30,20,10,10,0,10,10,10,10,8,4,4,3,4,2,4,0.43,8,18,10,5,5,0,0
1,2,0,1,Law,10,20,15,20,20,15,7,7,7,7,7,7,30,30,20,10,10,0,10,10,10,10,8,6,7,8,8,8,9,0.9,8,18,10,8,9,0,0
1,1,0,1,Law,10,20,20,10,20,20,8,8,8,8,7,7,30,30,20,10,10,0,10,10,10,10,8,5,4,6,7,5,5,0.14,8,18,10,6,6,0,0
1,0,1,1,Law,10,10,20,20,20,20,8,8,8,7,9,8,30,30,20,10,10,0,10,10,10,10,8,8,7,7,5,5,8,0.61,8,18,10,9,9,0,1
1,3,0,1,Law,20,20,20,20,10,10,8,8,10,10,10,10,30,30,20,10,10,0,10,10,10,10,8,4,8,7,4,3,2,0.66,8,18,10,8,8,0,1
1,7,0,1,Law,10,32,20,12,11,15,8,7,8,8,8,7,30,30,20,10,10,0,10,10,10,10,8,6,7,8,8,9,9,0.79,8,18,10,9,9,0,1
1,4,0,1,Law,30,30,30,5,0,5,7,5,6,7,5,7,30,30,20,10,10,0,10,10,10,10,8,4,6,7,7,7,7,0.67,8,18,10,7,7,0,0
1,2,1,1,Law,20,25,15,15,15,10,8,7,7,6,6,5,30,30,20,10,10,0,10,10,10,10,8,5,7,9,5,4,9,0.5,8,18,10,6,6,0,0
1,6,1,1,Law,15,20,20,20,5,20,7,6,6,5,5,5,30,30,20,10,10,0,10,10,10,10,8,5,8,7,4,8,5,0.8,8,18,10,6,8,0,0
1,5,1,1,Law,15,15,20,15,15,20,8,8,7,7,8,7,30,30,20,10,10,0,10,10,10,10,8,8,8,8,8,7,4,0.24,8,18,10,8,9,0,1
1,5,1,1,Law,15,15,20,15,20,15,8,10,10,8,10,8,30,30,20,10,10,0,10,10,10,10,8,6,7,5,4,5,8,0.08,8,18,10,6,9,0,0
1,1,1,1,Law,25,15,20,20,20,0,9,9,9,9,9,9,30,30,20,10,10,0,10,10,10,10,8,9,8,8,7,7,6,0.64,8,18,10,9,9,1,1
1,5,0,1,Law,15,21,18,18,10,18,7,8,7,6,5,4,30,30,20,10,10,0,10,10,10,10,8,6,8,8,6,5,0,0.02,8,18,10,5,6,,0
1,3,0,1,Law,15,3,50,20,2,10,8,7,8,8,8,,30,30,20,10,10,0,10,10,10,10,8,9,8,8,7,8,8,0.6,8,18,10,9,9,1,1
1,1,1,1,Law,10,20,20,20,20,10,10,10,9,10,9,9,30,30,20,10,10,0,10,10,10,10,8,6,7,8,5,7,7,0.59,8,18,10,8,9,0,1
1,1,1,1,Law,14,20,18,24,18,6,7,6,7,7,7,6,30,30,20,10,10,0,10,10,10,10,8,5,5,7,5,9,7,0.37,8,18,10,8,9,,0
1,4,0,8,Business,10,10,30,20,10,20,1,10,,,,,20,25,25,15,5,10,7,8,8,9,6,4,7,8,7,7,4,0.51,5,4,4,5,5,0,0
1,8,0,8,Business,15,20,20,20,15,10,4,6,6,4,,,20,25,25,15,5,10,7,8,8,9,6,8,7,6,5,5,4,0.45,5,4,4,5,4,0,0
1,7,0,8,Business,10,25,20,10,20,15,2,9,9,4,,,20,25,25,15,5,10,7,8,8,9,6,8,8,7,7,8,8,0.38,5,4,4,7,6,0,0
1,4,0,8,Business,10,20,15,20,20,15,4,6,6,6,6,4,20,25,25,15,5,10,7,8,8,9,6,4,8,8,8,6,4,0.56,5,4,4,6,4,0,0
1,3,0,8,Business,10,20,20,10,20,20,6,8,8,7,8,7,20,25,25,15,5,10,7,8,8,9,6,6,9,8,7,8,4,0.54,5,4,4,6,2,0,0
1,2,0,8,Business,10,10,20,20,20,20,3,8,8,6,7,5,20,25,25,15,5,10,7,8,8,9,6,9,8,9,9,9,8,0.65,5,4,4,8,3,0,0
1,5,1,8,Business,20,20,20,20,10,10,5,10,10,9,10,8,20,25,25,15,5,10,7,8,8,9,6,6,9,9,8,8,7,0.43,5,4,4,7,5,0,0
1,5,0,8,Business,10,32,20,12,11,15,4,8,7,4,5,3,20,25,25,15,5,10,7,8,8,9,6,5,9,8,8,8,6,0.58,5,4,4,6,8,0,0
1,2,0,8,Business,30,30,30,5,0,5,2,5,7,4,7,5,20,25,25,15,5,10,7,8,8,9,6,5,8,9,8,7,5,0.62,5,4,4,6,6,0,0
1,0,0,8,Business,20,25,15,15,15,10,5,8,8,5,8,3,20,25,25,15,5,10,7,8,8,9,6,7,9,9,9,7,9,0.32,5,4,4,8,8,0,0
1,8,0,8,Business,15,20,20,20,5,20,7,6,6,5,5,5,20,25,25,15,5,10,7,8,8,9,6,8,10,9,9,7,8,0.32,5,4,4,8,3,0,1
1,7,0,8,Business,15,15,20,15,15,20,3,10,9,5,9,5,20,25,25,15,5,10,7,8,8,9,6,6,8,8,8,6,4,0.38,5,4,4,6,9,0,0
1,7,0,8,Business,15,15,20,15,20,15,4,10,10,6,10,9,20,25,25,15,5,10,7,8,8,9,6,7,8,9,9,9,8,0.54,5,4,4,8,5,0,0
1,3,0,8,Business,25,15,20,20,20,0,8,9,10,10,9,9,20,25,25,15,5,10,7,8,8,9,6,9,8,8,9,8,7,0.13,5,4,4,8,9,1,0
1,7,0,8,Business,15,21,18,18,10,18,5,8,8,6,7,4,20,25,25,15,5,10,7,8,8,9,6,8,7,7,2,4,2,0.31,5,4,4,4,1,0,0
1,5,1,8,Business,15,3,50,20,2,10,6,7,8,7,7,,20,25,25,15,5,10,7,8,8,9,6,9,7,9,9,9,8,0.43,5,4,4,9,5,0,0
1,1,0,8,Business,10,20,20,20,20,10,6,8,9,4,9,5,20,25,25,15,5,10,7,8,8,9,6,9,8,8,7,6,6,0.54,5,4,4,6,3,0,0
1,1,0,8,Business,14,20,18,24,18,6,7,7,7,7,7,7,20,25,25,15,5,10,7,8,8,9,6,8,9,10,10,8,7,0.17,5,4,4,8,6,0,1
1,12,0,3,'financial math',10,10,30,20,10,20,1,10,5,,,,40,8,10,12,10,20,8,8,8,9,9,7,7,8,8,,6,0.15,7,14,5,7,4,0,0
1,0,0,3,'financial math',15,20,20,20,15,10,3,5,6,3,,2,40,8,10,12,10,20,8,8,8,9,9,7,,6,5,,,-0.21,7,14,5,6,3,0,0
1,1,0,3,'financial math',10,25,20,10,20,15,2,9,9,2,9,2,40,8,10,12,10,20,8,8,8,9,9,7,,6,5,,,-0.13,7,14,5,6,2,0,0
1,4,1,3,'financial math',10,20,15,20,20,15,4,6,6,5,5,5,40,8,10,12,10,20,8,8,8,9,9,6,8,8,6,,,0.35,7,14,5,7,6,0,0
1,5,1,3,'financial math',10,20,20,10,20,20,6,8,7,6,8,6,40,8,10,12,10,20,8,8,8,9,9,6,8,7,,,,-0.35,7,14,5,7,6,0,0
1,6,0,3,'financial math',10,10,20,20,20,20,3,8,9,2,9,2,40,8,10,12,10,20,8,8,8,9,9,8,8,7,7,,,0.04,7,14,5,7,5,0,0
1,3,0,3,'financial math',20,20,20,20,10,10,5,10,10,8,8,7,40,8,10,12,10,20,8,8,8,9,9,9,8,8,9,7,8,0.19,7,14,5,9,6,0,0
